Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,LowCI,HighCI,Confidence Interval,Quartile Range,Suppression Flag
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Disability status,United States,Without disability,-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,11/30/2021,,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",National Estimate,United States,United States,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,22.1,21.6,22.7,21.6 - 22.7,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,18 - 29 years,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,22.1,20.2,24.1,20.2 - 24.1,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,30 - 39 years,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,22.1,21.0,23.2,21.0 - 23.2,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,40 - 49 years,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,23.1,21.7,24.6,21.7 - 24.6,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,50 - 59 years,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,24.1,22.6,25.6,22.6 - 25.6,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,60 - 69 years,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,22.6,21.3,23.9,21.3 - 23.9,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,70 - 79 years,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,18.8,17.1,20.6,17.1 - 20.6,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,80 years and above,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,13.6,10.0,17.9,10.0 - 17.9,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sex,United States,Male,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,15.6,14.8,16.4,14.8 - 16.4,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sex,United States,Female,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,28.2,27.4,29.1,27.4 - 29.1,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Gender identity,United States,Cis-gender male,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,15.4,14.5,16.2,14.5 - 16.2,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Gender identity,United States,Cis-gender female,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,27.9,27.1,28.7,27.1 - 28.7,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Gender identity,United States,Transgender,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,47.5,32.8,62.5,32.8 - 62.5,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sexual orientation,United States,Gay or lesbian,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,31.2,27.6,35.0,27.6 - 35.0,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sexual orientation,United States,Straight,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,20.9,20.3,21.4,20.3 - 21.4,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sexual orientation,United States,Bisexual,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,39.0,35.6,42.5,35.6 - 42.5,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,15.5,15.0,16.0,15.0 - 16.0,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,37.2,35.8,38.6,35.8 - 38.6,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,16.2,14.7,17.9,14.7 - 17.9,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,25.5,24.8,26.1,24.8 - 26.1,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,16.7,14.8,18.8,14.8 - 18.8,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,9.6,7.4,12.2,7.4 - 12.2,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,23.0,20.0,26.3,20.0 - 26.3,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Less than a high school diploma,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,20.5,17.5,23.7,17.5 - 23.7,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,High school diploma or GED,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,20.2,18.9,21.6,18.9 - 21.6,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Some college/Associate's degree,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,25.0,23.8,26.2,23.8 - 26.2,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,21.5,20.8,22.3,20.8 - 22.3,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Disability status,United States,With disability,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,42.3,40.4,44.3,40.4 - 44.3,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Disability status,United States,Without disability,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,18.8,18.3,19.3,18.3 - 19.3,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alabama,Alabama,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,22.8,18.9,27.0,18.9 - 27.0,20.4-23.5,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alaska,Alaska,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,14.5,9.9,20.1,9.9 - 20.1,12.4-20.3,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Arizona,Arizona,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,21.0,18.0,24.3,18.0 - 24.3,20.4-23.5,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Arkansas,Arkansas,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,27.8,23.3,32.7,23.3 - 32.7,27.1-34.4,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,California,California,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,16.1,14.3,17.9,14.3 - 17.9,12.4-20.3,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Colorado,Colorado,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,22.1,19.4,25.0,19.4 - 25.0,20.4-23.5,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Connecticut,Connecticut,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,23.9,20.5,27.6,20.5 - 27.6,23.6-27.0,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Delaware,Delaware,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,20.2,15.8,25.1,15.8 - 25.1,12.4-20.3,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,District of Columbia,District of Columbia,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,21.2,16.6,26.4,16.6 - 26.4,20.4-23.5,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Florida,Florida,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,21.1,18.1,24.4,18.1 - 24.4,20.4-23.5,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Georgia,Georgia,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,20.1,16.7,23.9,16.7 - 23.9,12.4-20.3,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Hawaii,Hawaii,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,12.4,8.4,17.3,8.4 - 17.3,12.4-20.3,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Idaho,Idaho,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,26.8,22.8,31.0,22.8 - 31.0,23.6-27.0,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Illinois,Illinois,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,20.2,16.8,24.0,16.8 - 24.0,12.4-20.3,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Indiana,Indiana,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,24.0,20.3,28.0,20.3 - 28.0,23.6-27.0,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Iowa,Iowa,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,28.3,23.0,33.9,23.0 - 33.9,27.1-34.4,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Kansas,Kansas,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,25.9,21.9,30.3,21.9 - 30.3,23.6-27.0,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Kentucky,Kentucky,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,31.7,26.7,37.0,26.7 - 37.0,27.1-34.4,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Louisiana,Louisiana,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,21.8,17.5,26.5,17.5 - 26.5,20.4-23.5,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Maine,Maine,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,31.2,26.4,36.5,26.4 - 36.5,27.1-34.4,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Maryland,Maryland,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,22.1,19.5,25.0,19.5 - 25.0,20.4-23.5,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Massachusetts,Massachusetts,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,22.3,19.9,24.9,19.9 - 24.9,20.4-23.5,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Michigan,Michigan,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,22.1,19.3,25.1,19.3 - 25.1,20.4-23.5,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Minnesota,Minnesota,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,24.9,22.2,27.8,22.2 - 27.8,23.6-27.0,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Mississippi,Mississippi,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,27.0,22.4,32.0,22.4 - 32.0,23.6-27.0,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Missouri,Missouri,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,28.9,24.1,34.2,24.1 - 34.2,27.1-34.4,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Montana,Montana,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,22.8,19.6,26.4,19.6 - 26.4,20.4-23.5,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Nebraska,Nebraska,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,24.5,21.0,28.3,21.0 - 28.3,23.6-27.0,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Nevada,Nevada,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,15.3,12.8,18.2,12.8 - 18.2,12.4-20.3,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New Hampshire,New Hampshire,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,22.9,19.2,26.9,19.2 - 26.9,20.4-23.5,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New Jersey,New Jersey,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,15.3,12.5,18.4,12.5 - 18.4,12.4-20.3,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New Mexico,New Mexico,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,20.0,16.5,23.8,16.5 - 23.8,12.4-20.3,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New York,New York,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,20.3,16.4,24.7,16.4 - 24.7,12.4-20.3,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,North Carolina,North Carolina,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,29.0,24.6,33.7,24.6 - 33.7,27.1-34.4,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,North Dakota,North Dakota,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,28.6,24.4,33.1,24.4 - 33.1,27.1-34.4,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Ohio,Ohio,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,24.5,21.0,28.3,21.0 - 28.3,23.6-27.0,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Oklahoma,Oklahoma,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,30.7,26.5,35.2,26.5 - 35.2,27.1-34.4,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Oregon,Oregon,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,24.3,21.5,27.2,21.5 - 27.2,23.6-27.0,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,23.5,20.8,26.5,20.8 - 26.5,20.4-23.5,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Rhode Island,Rhode Island,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,25.2,20.6,30.3,20.6 - 30.3,23.6-27.0,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Carolina,South Carolina,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,24.6,20.4,29.2,20.4 - 29.2,23.6-27.0,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Dakota,South Dakota,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,18.2,13.8,23.2,13.8 - 23.2,12.4-20.3,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Tennessee,Tennessee,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,28.0,23.2,33.2,23.2 - 33.2,27.1-34.4,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Texas,Texas,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,18.6,16.7,20.6,16.7 - 20.6,12.4-20.3,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Utah,Utah,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,28.8,25.0,32.7,25.0 - 32.7,27.1-34.4,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Vermont,Vermont,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,22.7,19.0,26.7,19.0 - 26.7,20.4-23.5,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Virginia,Virginia,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,25.1,21.4,29.1,21.4 - 29.1,23.6-27.0,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Washington,Washington,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,24.7,21.8,27.8,21.8 - 27.8,23.6-27.0,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,West Virginia,West Virginia,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,34.4,29.3,39.8,29.3 - 39.8,27.1-34.4,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Wisconsin,Wisconsin,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,28.2,24.6,31.9,24.6 - 31.9,27.1-34.4,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Wyoming,Wyoming,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,20.1,16.6,24.0,16.6 - 24.0,12.4-20.3,
"Received Counseling or Therapy, Last 4 Weeks",National Estimate,United States,United States,-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,11/30/2021,,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,18 - 29 years,-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,11/30/2021,,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,30 - 39 years,-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,11/30/2021,,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,40 - 49 years,-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,11/30/2021,,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,50 - 59 years,-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,11/30/2021,,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,60 - 69 years,-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,11/30/2021,,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,70 - 79 years,-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,11/30/2021,,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,80 years and above,-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,11/30/2021,,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Male,-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,11/30/2021,,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Female,-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,11/30/2021,,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,11/30/2021,,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,11/30/2021,,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,11/30/2021,,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,11/30/2021,,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,11/30/2021,,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,11/30/2021,,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,11/30/2021,,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Less than a high school diploma,-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,11/30/2021,,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,High school diploma or GED,-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,11/30/2021,,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Some college/Associate's degree,-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,11/30/2021,,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,11/30/2021,,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,With disability,-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,11/30/2021,,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,Without disability,-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,11/30/2021,,,,,,
"Received Counseling or Therapy, Last 4 Weeks",National Estimate,United States,United States,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,10.3,9.8,10.7,9.8 - 10.7,,
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,18 - 29 years,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,14.1,12.5,15.7,12.5 - 15.7,,
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,30 - 39 years,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,15.3,14.2,16.4,14.2 - 16.4,,
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,40 - 49 years,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,12.6,11.6,13.6,11.6 - 13.6,,
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,50 - 59 years,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,8.5,7.6,9.6,7.6 - 9.6,,
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,60 - 69 years,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,6.2,5.5,7.1,5.5 - 7.1,,
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,70 - 79 years,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,4.2,3.4,5.2,3.4 - 5.2,,
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,80 years and above,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,4.4,2.2,7.7,2.2 - 7.7,,
"Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Male,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,7.8,7.0,8.6,7.0 - 8.6,,
"Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Female,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,12.6,11.9,13.3,11.9 - 13.3,,
"Received Counseling or Therapy, Last 4 Weeks",By Gender identity,United States,Cis-gender male,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,7.5,6.7,8.3,6.7 - 8.3,,
"Received Counseling or Therapy, Last 4 Weeks",By Gender identity,United States,Cis-gender female,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,12.1,11.5,12.8,11.5 - 12.8,,
"Received Counseling or Therapy, Last 4 Weeks",By Gender identity,United States,Transgender,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,39.2,25.4,54.5,25.4 - 54.5,,
"Received Counseling or Therapy, Last 4 Weeks",By Sexual orientation,United States,Gay or lesbian,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,17.8,14.3,21.6,14.3 - 21.6,,
"Received Counseling or Therapy, Last 4 Weeks",By Sexual orientation,United States,Straight,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,9.0,8.6,9.5,8.6 - 9.5,,
"Received Counseling or Therapy, Last 4 Weeks",By Sexual orientation,United States,Bisexual,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,25.6,22.3,29.0,22.3 - 29.0,,
