Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI
Symptoms of Anxiety Disorder,By Gender identity,United States,Cis-gender female,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,31.4,30.6,32.3
Symptoms of Anxiety Disorder,By Gender identity,United States,Transgender,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,65.9,56.2,74.8
Symptoms of Anxiety Disorder,By Sexual orientation,United States,Gay or lesbian,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,42.3,37.7,47.0
Symptoms of Anxiety Disorder,By Sexual orientation,United States,Straight,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,26.7,26.1,27.3
Symptoms of Anxiety Disorder,By Sexual orientation,United States,Bisexual,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,56.8,52.9,60.6
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,32.8,30.4,35.3
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,28.9,28.3,29.4
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,28.4,26.4,30.6
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,22.2,19.0,25.7
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,38.5,34.8,42.3
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,36.4,33.1,39.9
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,30.9,29.3,32.6
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,34.6,33.7,35.6
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,22.8,22.2,23.4
Symptoms of Anxiety Disorder,By Disability status,United States,With disability,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,53.4,51.6,55.2
Symptoms of Anxiety Disorder,By Disability status,United States,Without disability,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,24.7,24.1,25.4
Symptoms of Anxiety Disorder,By State,Alabama,Alabama,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,29.4,25.1,33.9
Symptoms of Anxiety Disorder,By State,Alaska,Alaska,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,28.7,24.8,33.0
Symptoms of Anxiety Disorder,By State,Arizona,Arizona,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,29.0,25.9,32.3
Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,31.5,27.3,35.8
Symptoms of Anxiety Disorder,By State,California,California,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,29.4,26.7,32.2
Symptoms of Anxiety Disorder,By State,Colorado,Colorado,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,28.7,25.8,31.7
Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,31.6,27.8,35.5
Symptoms of Anxiety Disorder,By State,Delaware,Delaware,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,29.4,24.9,34.1
Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,31.7,26.1,37.6
Symptoms of Anxiety Disorder,By State,Florida,Florida,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,29.5,26.8,32.4
Symptoms of Anxiety Disorder,By State,Georgia,Georgia,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,31.5,27.9,35.2
Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,23.1,18.3,28.4
Symptoms of Anxiety Disorder,By State,Idaho,Idaho,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,33.2,29.8,36.8
Symptoms of Anxiety Disorder,By State,Illinois,Illinois,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,28.6,25.2,32.2
Symptoms of Anxiety Disorder,By State,Indiana,Indiana,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,31.2,27.9,34.7
Symptoms of Anxiety Disorder,By State,Iowa,Iowa,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,29.0,25.3,32.9
Symptoms of Anxiety Disorder,By State,Kansas,Kansas,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,29.0,25.8,32.4
Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,29.9,26.4,33.6
Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,31.9,26.6,37.5
Symptoms of Anxiety Disorder,By State,Maine,Maine,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,31.1,26.5,36.0
Symptoms of Anxiety Disorder,By State,Maryland,Maryland,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,25.3,21.8,29.1
Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,31.5,28.4,34.8
Symptoms of Anxiety Disorder,By State,Michigan,Michigan,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,27.0,24.2,30.0
Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,23.6,20.5,27.0
Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,29.9,25.1,35.1
Symptoms of Anxiety Disorder,By State,Missouri,Missouri,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,32.0,29.0,35.1
Symptoms of Anxiety Disorder,By State,Montana,Montana,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,31.0,27.5,34.7
Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,27.8,24.6,31.1
Symptoms of Anxiety Disorder,By State,Nevada,Nevada,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,28.6,24.0,33.4
Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,30.5,26.4,34.8
Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,23.2,19.8,27.0
Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,31.8,28.2,35.5
Symptoms of Anxiety Disorder,By State,New York,New York,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,25.5,22.6,28.6
Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,31.4,27.4,35.5
Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,26.8,22.5,31.6
Symptoms of Anxiety Disorder,By State,Ohio,Ohio,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,32.3,27.9,36.9
Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,30.5,27.4,33.7
Symptoms of Anxiety Disorder,By State,Oregon,Oregon,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,33.5,30.2,36.8
Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,32.8,29.3,36.4
Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,28.3,23.4,33.6
Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,26.2,23.1,29.5
Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,31.4,27.4,35.6
Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,29.4,26.1,32.8
Symptoms of Anxiety Disorder,By State,Texas,Texas,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,31.8,29.1,34.6
Symptoms of Anxiety Disorder,By State,Utah,Utah,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,33.4,30.1,36.7
Symptoms of Anxiety Disorder,By State,Vermont,Vermont,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,24.5,20.2,29.3
Symptoms of Anxiety Disorder,By State,Virginia,Virginia,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,27.4,24.7,30.3
Symptoms of Anxiety Disorder,By State,Washington,Washington,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,31.7,29.3,34.2
Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,34.8,29.1,40.8
Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,26.1,22.5,30.1
Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,31.6,27.5,36.0
Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,34.2,33.7,34.8
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,51.6,49.0,54.1
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,41.3,39.3,43.4
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,36.5,35.2,37.9
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,31.8,30.4,33.3
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,24.9,23.6,26.1
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,18.6,17.0,20.4
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,20.1,16.8,23.8
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Male,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,32.1,31.2,32.9
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Female,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,36.2,35.3,37.2
Symptoms of Anxiety Disorder or Depressive Disorder,By Gender identity,United States,Cis-gender male,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,31.4,30.5,32.3
Symptoms of Anxiety Disorder or Depressive Disorder,By Gender identity,United States,Cis-gender female,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,35.5,34.6,36.4
Symptoms of Anxiety Disorder or Depressive Disorder,By Gender identity,United States,Transgender,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,75.8,66.9,83.4
Symptoms of Anxiety Disorder or Depressive Disorder,By Sexual orientation,United States,Gay or lesbian,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,48.3,43.9,52.7
Symptoms of Anxiety Disorder or Depressive Disorder,By Sexual orientation,United States,Straight,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,31.1,30.6,31.7
Symptoms of Anxiety Disorder or Depressive Disorder,By Sexual orientation,United States,Bisexual,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,63.2,59.3,66.9
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,38.7,36.4,41.1
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,32.9,32.4,33.5
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,34.4,32.5,36.5
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,27.6,24.3,31.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,43.9,40.5,47.4
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,43.0,39.5,46.5
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,36.9,35.5,38.4
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,39.4,38.5,40.3
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,26.0,25.3,26.6
Symptoms of Anxiety Disorder or Depressive Disorder,By Disability status,United States,With disability,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,61.7,60.2,63.2
Symptoms of Anxiety Disorder or Depressive Disorder,By Disability status,United States,Without disability,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,28.7,28.1,29.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,35.9,31.7,40.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,36.4,32.8,40.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,35.2,32.0,38.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,35.6,31.4,40.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,34.0,31.3,36.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,32.7,29.5,36.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,34.5,30.5,38.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,34.5,29.9,39.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,35.0,29.6,40.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,32.7,29.9,35.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,37.7,34.3,41.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,26.8,21.9,32.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,37.2,33.9,40.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,32.7,29.3,36.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,34.4,30.9,38.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,33.4,29.6,37.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,34.9,31.6,38.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,36.2,32.1,40.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,41.0,36.1,46.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,37.4,32.8,42.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,28.6,25.0,32.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,35.3,32.1,38.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,31.1,28.0,34.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,26.4,23.4,29.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,36.3,31.4,41.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,36.0,33.1,39.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,33.9,30.3,37.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,31.9,28.3,35.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,35.4,30.9,40.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,34.4,30.1,39.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,29.2,25.5,33.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,36.6,32.9,40.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,30.5,27.1,34.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,34.7,30.8,38.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,30.6,26.0,35.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,35.8,31.5,40.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,35.9,32.5,39.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,37.7,34.4,41.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,36.7,33.2,40.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,32.4,27.8,37.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,31.5,28.0,35.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,36.0,31.8,40.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,34.3,30.8,38.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,37.9,35.1,40.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,36.6,33.2,40.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,30.0,24.4,36.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,32.8,30.0,35.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,36.4,33.6,39.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,40.1,34.7,45.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,30.7,27.1,34.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,36.0,31.5,40.7
