Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,LowCI,HighCI,Year
Received Counseling or Therapy,By State,Indiana,Indiana,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,9.6,7.0,12.7,2021
Received Counseling or Therapy,By State,Iowa,Iowa,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,10.9,8.3,13.9,2021
Received Counseling or Therapy,By State,Kansas,Kansas,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,11.9,8.7,15.8,2021
Received Counseling or Therapy,By State,Kentucky,Kentucky,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,12.3,9.1,16.1,2021
Received Counseling or Therapy,By State,Louisiana,Louisiana,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,6.8,4.3,10.2,2021
Received Counseling or Therapy,By State,Maine,Maine,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,10.6,7.2,14.9,2021
Received Counseling or Therapy,By State,Maryland,Maryland,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,10.7,8.5,13.2,2021
Received Counseling or Therapy,By State,Massachusetts,Massachusetts,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,16.1,13.3,19.2,2021
Received Counseling or Therapy,By State,Michigan,Michigan,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,10.0,7.9,12.4,2021
Received Counseling or Therapy,By State,Minnesota,Minnesota,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,9.2,6.9,11.8,2021
Received Counseling or Therapy,By State,Mississippi,Mississippi,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,8.1,4.8,12.4,2021
Received Counseling or Therapy,By State,Missouri,Missouri,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,9.4,6.7,12.8,2021
Received Counseling or Therapy,By State,Montana,Montana,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,10.7,6.9,15.8,2021
Received Counseling or Therapy,By State,Nebraska,Nebraska,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,9.2,6.6,12.3,2021
Received Counseling or Therapy,By State,Nevada,Nevada,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,7.4,5.3,10.1,2021
Received Counseling or Therapy,By State,New Hampshire,New Hampshire,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,12.5,8.4,17.6,2021
Received Counseling or Therapy,By State,New Jersey,New Jersey,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,8.8,6.9,11.0,2021
Received Counseling or Therapy,By State,New Mexico,New Mexico,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,10.6,7.8,13.9,2021
Received Counseling or Therapy,By State,New York,New York,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,11.4,8.9,14.4,2021
Received Counseling or Therapy,By State,North Carolina,North Carolina,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,10.4,7.8,13.4,2021
Received Counseling or Therapy,By State,North Dakota,North Dakota,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,10.9,5.9,17.9,2021
Received Counseling or Therapy,By State,Ohio,Ohio,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,12.3,8.5,16.9,2021
Received Counseling or Therapy,By State,Oklahoma,Oklahoma,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,7.3,5.1,9.9,2021
Received Counseling or Therapy,By State,Oregon,Oregon,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,13.1,11.1,15.5,2021
Received Counseling or Therapy,By State,Pennsylvania,Pennsylvania,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,11.5,8.8,14.8,2021
Received Counseling or Therapy,By State,Rhode Island,Rhode Island,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,14.3,10.2,19.3,2021
Received Counseling or Therapy,By State,South Carolina,South Carolina,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,10.4,8.1,13.1,2021
Received Counseling or Therapy,By State,South Dakota,South Dakota,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,5.4,3.0,8.9,2021
Received Counseling or Therapy,By State,Tennessee,Tennessee,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,10.5,7.6,14.1,2021
Received Counseling or Therapy,By State,Texas,Texas,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,10.2,8.5,12.0,2021
Received Counseling or Therapy,By State,Utah,Utah,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,9.3,7.4,11.6,2021
Received Counseling or Therapy,By State,Vermont,Vermont,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,11.8,7.9,16.9,2021
Received Counseling or Therapy,By State,Virginia,Virginia,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,11.9,9.5,14.6,2021
Received Counseling or Therapy,By State,Washington,Washington,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,12.5,10.2,15.1,2021
Received Counseling or Therapy,By State,West Virginia,West Virginia,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,5.8,3.5,8.9,2021
Received Counseling or Therapy,By State,Wisconsin,Wisconsin,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,9.8,7.7,12.2,2021
Received Counseling or Therapy,By State,Wyoming,Wyoming,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,5.5,3.4,8.3,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,National Estimate,United States,United States,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,25.7,25.1,26.3,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Age,United States,18 - 29 years,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,28.1,26.3,30.0,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Age,United States,30 - 39 years,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,27.7,26.1,29.3,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Age,United States,40 - 49 years,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,26.7,25.1,28.2,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Age,United States,50 - 59 years,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,25.9,24.4,27.4,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Age,United States,60 - 69 years,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,23.9,22.5,25.3,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Age,United States,70 - 79 years,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,22.1,20.4,23.9,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Age,United States,80 years and above,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,19.1,15.4,23.3,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Sex,United States,Male,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,18.6,17.8,19.4,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Sex,United States,Female,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,32.2,31.5,33.0,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Gender identity,United States,Cis-gender male,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,18.3,17.5,19.2,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Gender identity,United States,Cis-gender female,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,32.0,31.2,32.9,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Gender identity,United States,Transgender,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,45.7,32.3,59.6,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Sexual orientation,United States,Gay or lesbian,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,41.1,36.7,45.6,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Sexual orientation,United States,Straight,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,24.0,23.4,24.6,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Sexual orientation,United States,Bisexual,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,43.9,39.1,48.8,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,17.7,17.1,18.4,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,42.5,40.9,44.0,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,19.5,18.1,21.0,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,28.9,28.2,29.7,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,20.4,18.3,22.5,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,11.4,9.5,13.4,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,30.8,27.0,34.8,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Education,United States,Less than a high school diploma,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,20.7,17.2,24.7,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Education,United States,High school diploma or GED,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,23.2,21.8,24.7,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Education,United States,Some college/Associate's degree,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,27.5,26.3,28.7,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Education,United States,Bachelor's degree or higher,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,27.3,26.4,28.1,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Disability status,United States,With disability,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,48.1,45.8,50.3,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Disability status,United States,Without disability,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,22.2,21.6,22.8,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Alabama,Alabama,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,27.7,24.1,31.6,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Alaska,Alaska,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,22.9,19.4,26.6,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Arizona,Arizona,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,21.6,19.2,24.2,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Arkansas,Arkansas,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,30.9,25.8,36.3,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,California,California,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,21.2,19.4,23.2,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Colorado,Colorado,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,28.6,25.6,31.7,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Connecticut,Connecticut,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,28.8,24.8,33.1,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Delaware,Delaware,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,24.7,19.9,29.9,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,District of Columbia,District of Columbia,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,29.0,21.7,37.3,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Florida,Florida,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,24.0,21.0,27.2,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Georgia,Georgia,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,22.7,19.8,25.7,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Hawaii,Hawaii,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,16.7,13.7,19.9,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Idaho,Idaho,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,27.1,22.7,31.9,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Illinois,Illinois,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,24.5,20.3,29.1,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Indiana,Indiana,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,28.6,24.5,33.0,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Iowa,Iowa,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,29.4,25.1,34.0,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Kansas,Kansas,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,33.6,29.4,38.1,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Kentucky,Kentucky,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,29.8,25.4,34.5,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Louisiana,Louisiana,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,29.5,23.5,36.0,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Maine,Maine,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,29.7,24.5,35.2,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Maryland,Maryland,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,24.8,21.5,28.3,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Massachusetts,Massachusetts,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,33.0,29.6,36.5,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Michigan,Michigan,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,28.3,25.0,31.8,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Minnesota,Minnesota,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,22.0,19.0,25.1,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Mississippi,Mississippi,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,27.3,20.6,34.9,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Missouri,Missouri,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,26.3,21.7,31.4,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Montana,Montana,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,24.5,19.2,30.4,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Nebraska,Nebraska,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,28.1,24.3,32.1,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Nevada,Nevada,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,20.2,17.1,23.6,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,New Hampshire,New Hampshire,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,30.0,25.4,35.0,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,New Jersey,New Jersey,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,24.7,20.7,29.0,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,New Mexico,New Mexico,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,25.4,22.1,29.0,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,New York,New York,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,21.1,17.8,24.7,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,North Carolina,North Carolina,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,28.4,24.7,32.4,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,North Dakota,North Dakota,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,26.3,19.0,34.7,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Ohio,Ohio,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,30.2,25.4,35.3,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Oklahoma,Oklahoma,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,26.0,22.4,30.0,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Oregon,Oregon,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,30.8,28.2,33.5,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Pennsylvania,Pennsylvania,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,28.3,24.7,32.1,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Rhode Island,Rhode Island,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,31.7,25.8,38.2,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,South Carolina,South Carolina,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,29.4,25.7,33.2,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,South Dakota,South Dakota,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,21.5,17.3,26.1,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Tennessee,Tennessee,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,28.3,24.8,32.0,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Texas,Texas,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,24.4,21.9,26.9,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Utah,Utah,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,30.7,27.5,34.1,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Vermont,Vermont,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,33.8,26.1,42.1,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Virginia,Virginia,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,26.0,22.3,29.9,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Washington,Washington,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,27.2,24.5,30.1,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,West Virginia,West Virginia,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,28.6,22.3,35.6,2021
